,Shipment Number,ATF Port Dep 1 Date,ATF Port Dep 1 Yr/Week,Operational plan Port Dep 1 Yr/Week,FFE,TON,Booking Create Date,Booking Status,Receipt Service Mode,Delivery Service Mode,Cargo Type,Container Type,Container Size,String,String Direction,POR Site Code,POR Country Code,POR Cluster Code,POR Region Code,POD Country Code,POD Cluster Code,POD Region Code,LOPFI Site Code,LOPFI Country Code,LOPFI Region Code,LOPFI Cluster Code,DIPLA Site Code,DIPLA Country Code,DIPLA Cluster Code,DIPLA Region Code,Est Trans days,Atf Trans days
553,551774365,9/7/2010,2010/36,2010/36,1,58776,07/14/2010,Active,CY,CY,DRY,DRY,20,FEAEUR418,E  ,NLROT01 ,NL,NLC,NEU,CN,PRE,NAS,NLROT01,NL,NEU,NLC,CNNPOJ4,CN,PRE,NAS,150.0,114.0
554,551774816,9/6/2010,2010/36,2010/36,3,83258,07/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR410,E  ,        ,DE,DEC,NEU,JP,JPC,NAS,DEBRVTM,DE,NEU,DEC,JPHKTIC,JP,JPC,NAS,204.0,201.0
555,551774816,9/6/2010,2010/36,2010/36,1,27713,07/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR410,E  ,        ,DE,DEC,NEU,JP,JPC,NAS,DEBRVTM,DE,NEU,DEC,JPHKTIC,JP,JPC,NAS,68.0,67.0
556,551774971,9/6/2010,2010/36,2010/36,8,220357,07/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR410,E  ,        ,DE,DEC,NEU,JP,JPC,NAS,DEBRVTM,DE,NEU,DEC,JPTYO04,JP,JPC,NAS,576.0,584.0
557,551774999,9/29/2010,2010/39,2010/39,12,15914,07/14/2010,Active,CY,CY,DRY,OPEN,40,FEAEUR419,E  ,SIKOPTM ,SI,ITC,MED,CN,PRN,NAS,SIKOPTM,SI,MED,ITC,CNHSKTA,CN,PRN,NAS,1452.0,1332.0
558,551775161,9/7/2010,2010/36,2010/36,1,41906,07/14/2010,Active,CY,CY,DRY,DRY,20,FEANAM621,E  ,THBKKLK ,TH,THC,APA,US,USC,NAM,THLZPB1,TH,APA,THC,USLSATM,US,USC,NAM,162.0,134.0
559,551775257,9/4/2010,2010/35,2010/35,6,166968,07/14/2010,Active,CY,SD,DRY,DRY,40,FEAEUR410,E  ,FIRMATM ,FI,RUC,NEU,JP,JPC,NAS,FIRMATM,FI,NEU,RUC,JPKOBR4,JP,JPC,NAS,486.0,348.0
560,551775257,9/4/2010,2010/35,2010/35,16,443185,07/14/2010,Active,CY,SD,DRY,DRY,40,FEAEUR410,E  ,FIRMATM ,FI,RUC,NEU,JP,JPC,NAS,FIRMATM,FI,NEU,RUC,JPKOBR4,JP,JPC,NAS,1296.0,929.0
561,551775317,9/2/2010,2010/35,2010/35,4,109028,07/14/2010,Active,CY,CY,DRY,DRY,40,EAFEUR888,S  ,FIKTKCT ,FI,RUC,NEU,SD,HOA,AFR,FIKTKCT,FI,NEU,RUC,SDPZUTM,SD,HOA,AFR,368.0,272.0
562,551775382,9/1/2010,2010/35,2010/35,45,221169,07/14/2010,Active,SD,CY,DRY,DRY,20,OCEEUR888,S  ,        ,DE,DEC,NEU,AU,AUC,APA,DEBRVTM,DE,NEU,DEC,AUMEL15,AU,AUC,APA,670.0,721.0
563,551775543,9/1/2010,2010/35,2010/35,35,154983,07/14/2010,Active,SD,CY,DRY,DRY,20,OCEEUR888,S  ,        ,DE,DEC,NEU,AU,AUC,APA,DEBRVTM,DE,NEU,DEC,AUMEL15,AU,AUC,APA,546.0,547.0
564,551775578,9/4/2010,2010/35,2010/35,2,47839,07/14/2010,Active,CY,CY,DRY,DRY,40,FEAEUR680,E  ,FIRMATM ,FI,RUC,NEU,HK,PRS,NAS,FIRMATM,FI,NEU,RUC,HKHKGMO,HK,PRS,NAS,96.0,110.0
565,551775790,9/5/2010,2010/35,2010/35,1,2426,07/14/2010,Active,CY,CY,DRY,DRY,40,WAFEURW6A,N  ,CMDLATM ,CM,CMC,AFR,MA,MGB,MED,CMDLATM,CM,AFR,CMC,MACASTM,MA,MGB,MED,86.0,61.0
566,551775829,9/9/2010,2010/36,2010/36,11,283084,07/14/2010,Active,CY,CY,DRY,DRY,40,FEAEUR410,E  ,FIKTKCT ,FI,RUC,NEU,JP,JPC,NAS,FIKTKCT,FI,NEU,RUC,JPKOBR4,JP,JPC,NAS,847.0,667.0
567,551776306,9/1/2010,2010/35,2010/35,4,82662,07/14/2010,Active,CY,SD,DRY,DRY,40,NEUNAM891,E  ,USHOUTM ,US,USC,NAM,FR,FRC,NEU,USHOUTM,US,NAM,USC,FRLEHTPO,FR,FRC,NEU,304.0,354.0
568,551776335,9/8/2010,2010/36,2010/36,15,66327,07/14/2010,Active,SD,CY,DRY,DRY,20,OCEEUR888,S  ,        ,DE,DEC,NEU,AU,AUC,APA,DEBRVTM,DE,NEU,DEC,AUFRETM,AU,AUC,APA,246.0,244.0
569,551776389,9/29/2010,2010/39,2010/39,5,2574,07/14/2010,Active,CY,CY,REEF,REEF,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,PH,PHC,APA,BEANTDGD,BE,NEU,BEC,PHMNLTM,PH,PHC,APA,112.0,98.0
570,551776438,9/10/2010,2010/36,2010/36,1,19053,07/14/2010,Active,SD,CY,DRY,DRY,40,EAFEUR888,S  ,        ,SE,SCA,NEU,KE,KEC,AFR,SEGOT01,SE,NEU,SCA,KEMBATM,KE,KEC,AFR,113.0,95.0
571,551776703,9/7/2010,2010/36,2010/36,1,14223,07/14/2010,Active,SD,CY,DRY,DRY,40,MEANEU412,E  ,        ,DE,DEC,NEU,LK,INC,WCA,NLROT01,NL,NEU,NLC,LKCMBOD,LK,INC,WCA,58.0,49.0
572,551776880,9/14/2010,2010/37,2010/37,1,15537,07/14/2010,Active,SD,CY,DRY,DRY,40,MEANEU412,E  ,        ,DE,DEC,NEU,LK,INC,WCA,NLROT01,NL,NEU,NLC,LKCMBOD,LK,INC,WCA,56.0,48.0
573,551777157,9/1/2010,2010/35,2010/35,1,16207,07/14/2010,Active,SD,CY,DRY,DRY,40,FEAEUR410,E  ,        ,DE,DEC,NEU,JP,JPC,NAS,NLROT01,NL,NEU,NLC,JPYOKMY,JP,JPC,NAS,77.0,61.0
574,551777165,9/11/2010,2010/36,2010/36,2,31856,07/14/2010,Active,SD,CY,DRY,DRY,40,WLAEUR848,S  ,        ,ES,IBE,MED,PR,CAR,LAM,ESBCN07,ES,MED,IBE,PRSJUSL,PR,CAR,LAM,130.0,216.0
575,551777330,9/11/2010,2010/36,2010/36,1,11301,07/14/2010,Active,CY,CY,DRY,DRY,40,NEUCAN888,E  ,CAMONCT ,CA,USC,NAM,BE,BEC,NEU,CAMONCT,CA,NAM,USC,BEANTDGD,BE,BEC,NEU,58.0,40.0
576,551777405,9/28/2010,2010/39,2010/39,5,4828,07/14/2010,Active,CY,CY,DRY,DRY,20,ELAEUR96I,ES ,DEHAMEK ,DE,DEC,NEU,BR,BRC,LAM,DEHAMEK,DE,NEU,DEC,BRSSZ01,BR,BRC,LAM,58.0,36.0
577,551777405,9/28/2010,2010/39,2010/39,22,20779,07/14/2010,Active,CY,CY,DRY,DRY,40,ELAEUR96I,ES ,DEHAMEK ,DE,DEC,NEU,BR,BRC,LAM,DEHAMEK,DE,NEU,DEC,BRSSZ01,BR,BRC,LAM,1695.0,1110.0
578,551777612,9/2/2010,2010/35,2010/35,6,132576,07/14/2010,Active,CY,CY,DRY,DRY,40,WLANAM888,S  ,USNOLPO ,US,USC,NAM,CO,CAR,LAM,USNOLPO,US,NAM,USC,COBUNTM,CO,CAR,LAM,630.0,402.0
579,551777883,9/3/2010,2010/35,2010/35,5,6372,07/14/2010,Active,CY,SD,DRY,DRY,20,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,56.0,32.0
580,551777883,9/3/2010,2010/35,2010/35,2,2919,07/14/2010,Active,CY,SD,DRY,DRY,40,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,123.0,63.0
581,551777910,9/3/2010,2010/35,2010/35,5,3422,07/14/2010,Active,CY,SD,DRY,DRY,20,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,56.0,66.0
582,551777910,9/3/2010,2010/35,2010/35,3,47987,07/14/2010,Active,CY,SD,DRY,DRY,40,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,185.0,103.0
583,551778013,9/5/2010,2010/35,2010/35,1,4418,07/14/2010,Active,CY,CY,DRY,TANK,20,FEAEUR401,E  ,NLROT01 ,NL,NLC,NEU,KR,KRC,NAS,NLROT01,NL,NEU,NLC,KRBUSPN,KR,KRC,NAS,,
584,551778050,9/19/2010,2010/37,2010/37,5,22112,07/14/2010,Active,CY,CY,DRY,TANK,20,FEAEUR401,E  ,NLROT01 ,NL,NLC,NEU,KR,KRC,NAS,NLROT01,NL,NEU,NLC,KRBUSPN,KR,KRC,NAS,,
585,551778110,9/10/2010,2010/36,2010/36,5,9074,07/14/2010,Active,CY,SD,DRY,DRY,20,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,72.0,46.0
586,551778110,9/10/2010,2010/36,2010/36,2,40834,07/14/2010,Active,CY,SD,DRY,DRY,40,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,96.0,84.0
587,551778131,9/10/2010,2010/36,2010/36,1,14625,07/14/2010,Active,CY,SD,DRY,DRY,40,NEUNAM892,W  ,NLROT22 ,NL,NLC,NEU,US,USC,NAM,NLROT22,NL,NEU,NLC,USNFKTM,US,USC,NAM,48.0,27.0
588,551778390,9/21/2010,2010/38,2010/38,1,6105,07/14/2010,Active,SD,CY,REEF,REEF,40,ELANAM999,R  ,        ,US,USC,NAM,BR,BRC,LAM,USLSATM,US,NAM,USC,BRSSZ37,BR,BRC,LAM,57.0,69.0
589,551778416,9/9/2010,2010/36,2010/36,1,27648,07/14/2010,Active,CY,CY,REEF,REEF,40,FEANAM811,W  ,USCHIJI ,US,USC,NAM,CN,PRE,NAS,USLSATM,US,NAM,USC,CNJJGSIN,CN,PRE,NAS,128.0,131.0
590,551778418,9/9/2010,2010/36,2010/36,1,27522,07/14/2010,Active,CY,CY,REEF,REEF,40,FEANAM811,W  ,USCHIJI ,US,USC,NAM,CN,PRE,NAS,USLSATM,US,NAM,USC,CNJJGSIN,CN,PRE,NAS,128.0,130.0
591,551778460,9/8/2010,2010/36,2010/36,1,2835,07/14/2010,Active,CY,CY,REEF,REEF,40,FEANAM621,W  ,USCHIJI ,US,USC,NAM,PH,PHC,APA,USLSATM,US,NAM,USC,PHMNLTM,PH,PHC,APA,92.0,99.0
592,551778464,9/8/2010,2010/36,2010/36,1,27985,07/14/2010,Active,CY,CY,REEF,REEF,40,FEANAM621,W  ,USCHIJI ,US,USC,NAM,PH,PHC,APA,USLSATM,US,NAM,USC,PHMNLTM,PH,PHC,APA,92.0,99.0
593,551778465,9/8/2010,2010/36,2010/36,1,27863,07/14/2010,Active,CY,CY,REEF,REEF,40,FEANAM621,W  ,USCHIJI ,US,USC,NAM,PH,PHC,APA,USLSATM,US,NAM,USC,PHMNLTM,PH,PHC,APA,92.0,100.0
594,551778482,9/14/2010,2010/37,2010/37,3,78077,07/14/2010,Active,CY,CY,DRY,DRY,40,CAMFEA691,W  ,DOZA6TM ,DO,CAR,LAM,TW,TWC,NAS,DOZA6TM,DO,LAM,CAR,TWKAOOD,TW,TWC,NAS,294.0,196.0
595,551778580,9/9/2010,2010/36,2010/36,1,12,07/14/2010,Active,SD,CY,DRY,DRY,40,WAFAMR888,AW ,        ,US,USC,NAM,CM,CMC,AFR,USSAVGC,US,NAM,USC,CMDLATM,CM,CMC,AFR,96.0,117.0
596,551778784,9/10/2010,2010/36,2010/36,3,6847,07/14/2010,Active,CY,CY,DRY,DRY,40,WAFEUR999,N  ,CGPNRTM ,CG,CDC,AFR,IT,ITC,MED,CGPNRTM,CG,AFR,CDC,ITLGHTM,IT,ITC,MED,222.0,141.0
597,551778998,9/16/2010,2010/37,2010/37,1,21549,07/14/2010,Active,CY,CY,DRY,DRY,40,AFRAFR888,R  ,CIABJPT ,CI,CIC,AFR,ZA,SAF,AFR,CIABJPT,CI,AFR,CIC,ZADUR04,ZA,SAF,AFR,99.0,100.0
598,551779017,9/10/2010,2010/36,2010/36,5,1727,07/14/2010,Active,CY,CY,DRY,DRY,20,OCEENA061,S  ,USSAVGC ,US,USC,NAM,AU,AUC,APA,USSAVGC,US,NAM,USC,AUSYDTM,AU,AUC,APA,85.0,58.0
599,551779073,9/1/2010,2010/35,2010/35,5,10093,07/14/2010,Active,CY,CY,DRY,DRY,20,AFRAFR888,R  ,CIABJPT ,CI,CIC,AFR,ZA,SAF,AFR,CIABJPT,CI,AFR,CIC,ZACPT04,ZA,SAF,AFR,64.0,61.0
600,551779081,9/5/2010,2010/35,2010/35,4,84981,07/14/2010,Active,SD,CY,DRY,DRY,40,OCEWNA065,S  ,        ,US,USC,NAM,NZ,NZC,APA,USLGBTS,US,NAM,USC,NZAKLTM,NZ,NZC,APA,276.0,293.0
601,551779281,9/1/2010,2010/35,2010/35,4,118424,07/14/2010,Active,CY,CY,REEF,REEF,40,SAFNAM040,S  ,USSAVBT ,US,USC,NAM,ZA,SAF,AFR,USCHSTM,US,NAM,USC,ZADUR04,ZA,SAF,AFR,396.0,324.0
602,551779313,9/26/2010,2010/38,2010/38,5,1228,07/14/2010,Active,SD,CY,DRY,DRY,20,SAFNAM040,S  ,        ,US,USC,NAM,ZA,SAF,AFR,USNFKAP,US,NAM,USC,ZADUR04,ZA,SAF,AFR,76.0,102.0
603,551779342,9/15/2010,2010/37,2010/37,999,11653,07/14/2010,Active,CY,CY,DRY,DRY,45,FEANAM621,W  ,USMEMBN ,US,USC,NAM,CN,PRE,NAS,USLSATM,US,NAM,USC,CNSGHY1,CN,PRE,NAS,148.0,112.0
604,551779590,9/2/2010,2010/35,2010/35,5,20698,07/14/2010,Active,CY,CY,REEF,REEF,20,OCEWNA067,N  ,NZUFXCT ,NZ,NZC,APA,US,USC,NAM,NZUFXCT,NZ,APA,NZC,USSEA18,US,USC,NAM,116.0,77.0
605,551779672,9/1/2010,2010/35,2010/35,1,23613,07/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,E  ,AUMEL15 ,AU,AUC,APA,NZ,NZC,APA,AUMEL15,AU,APA,AUC,NZNOICT,NZ,NZC,APA,86.0,54.0
606,551779678,9/8/2010,2010/36,2010/36,5,22542,07/14/2010,Active,CY,CY,REEF,REEF,20,NZLFEA071,N  ,NZAKLTM ,NZ,NZC,APA,JP,JPC,NAS,NZAKLTM,NZ,APA,NZC,JPYOKMY,JP,JPC,NAS,116.0,96.0
607,551779692,9/4/2010,2010/35,2010/35,1,31019,07/14/2010,Active,CY,CY,DRY,DRY,40,NZLFEA071,N  ,NZPORTM ,NZ,NZC,APA,CN,PRS,NAS,NZPORTM,NZ,APA,NZC,CNYATCT,CN,PRS,NAS,106.0,94.0
608,551779751,9/27/2010,2010/39,2010/39,5,20729,07/14/2010,Active,CY,CY,REEF,REEF,20,OCEWNA065,N  ,NZUFXCT ,NZ,NZC,APA,US,USC,NAM,NZUFXCT,NZ,APA,NZC,USLGBTS,US,USC,NAM,155.0,93.0
609,551779784,9/3/2010,2010/35,2010/35,15,37143,07/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZUFXCT ,NZ,NZC,APA,FJ,NZC,APA,NZUFXCT,NZ,APA,NZC,FJSUVTM,FJ,NZC,APA,271.0,195.0
610,551779784,9/3/2010,2010/35,2010/35,5,12419,07/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZUFXCT ,NZ,NZC,APA,FJ,NZC,APA,NZUFXCT,NZ,APA,NZC,FJSUVTM,FJ,NZC,APA,,65.0
611,551779788,9/17/2010,2010/37,2010/37,1,24787,07/14/2010,Active,CY,CY,DRY,DRY,20,OCEOCE999,W  ,NZUFXCT ,NZ,NZC,APA,FJ,NZC,APA,NZUFXCT,NZ,APA,NZC,FJSUVTM,FJ,NZC,APA,196.0,130.0
612,551779897,9/25/2010,2010/38,2010/38,9,200456,07/15/2010,Active,CY,CY,DRY,DRY,40,AUSSEA080,N  ,AUMELTM ,AU,AUC,APA,VN,VNC,APA,AUMELTM,AU,APA,AUC,VNSGNCL,VN,VNC,APA,477.0,315.0
613,551779900,9/16/2010,2010/37,2010/37,1,23748,07/15/2010,Active,CY,CY,DRY,DRY,40,OCEEUR888,N  ,NZUFXCT ,NZ,NZC,APA,IN,INC,WCA,NZUFXCT,NZ,APA,NZC,INCCUTR,IN,INC,WCA,112.0,93.0
614,551780293,9/4/2010,2010/35,2010/35,15,47531,07/15/2010,Active,CY,CY,DRY,DRY,20,NZLFEA073,S  ,KRBUSCT ,KR,KRC,NAS,NZ,NZC,APA,KRBUSCT,KR,NAS,KRC,NZAKLTM,NZ,NZC,APA,192.0,150.0
615,551780401,9/10/2010,2010/36,2010/36,1,27269,07/15/2010,Active,CY,CY,REEF,REEF,40,AUSNEA080,N  ,AUBNE09 ,AU,AUC,APA,JP,JPC,NAS,AUBNE09,AU,APA,AUC,JPYOKMY,JP,JPC,NAS,74.0,75.0
616,551780473,9/6/2010,2010/36,2010/36,5,19048,07/15/2010,Active,CY,CY,DRY,DRY,20,OCEWNA065,N  ,NZAKLRR ,NZ,NZC,APA,US,USC,NAM,NZUFXCT,NZ,APA,NZC,USLGBTS,US,USC,NAM,81.0,46.0
617,551780823,9/24/2010,2010/38,2010/38,5,822,07/15/2010,Active,CY,CY,DRY,DRY,20,FEAEUR419,W  ,KRBUSHT ,KR,KRC,NAS,TR,BSE,MED,KRBUSHT,KR,NAS,KRC,TRGEMTM,TR,BSE,MED,77.0,54.0
618,551780823,9/24/2010,2010/38,2010/38,4,6172,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAEUR419,W  ,KRBUSHT ,KR,KRC,NAS,TR,BSE,MED,KRBUSHT,KR,NAS,KRC,TRGEMTM,TR,BSE,MED,396.0,292.0
619,551780860,9/4/2010,2010/35,2010/35,5,14548,07/15/2010,Active,CY,CY,DRY,DRY,20,AUSSEA080,N  ,AUFRE15 ,AU,AUC,APA,ID,IDC,APA,AUFRE15,AU,APA,AUC,IDBELTM,ID,IDC,APA,67.0,41.0
620,551780932,9/19/2010,2010/37,2010/37,1,16453,07/15/2010,Active,CY,SD,DRY,DRY,40,OCEEUR888,N  ,NZLYTPT ,NZ,NZC,APA,GB,GBC,NEU,NZLYTPT,NZ,APA,NZC,GBFXSTM,GB,GBC,NEU,87.0,76.0
621,551780942,9/12/2010,2010/36,2010/36,1,16009,07/15/2010,Active,CY,SD,DRY,DRY,40,OCEEUR888,N  ,NZLYTPT ,NZ,NZC,APA,GB,GBC,NEU,NZLYTPT,NZ,APA,NZC,GBFXSTM,GB,GBC,NEU,86.0,79.0
622,551781488,9/20/2010,2010/38,2010/38,5,20913,07/15/2010,Active,CY,CY,REEF,REEF,20,OCEWNA065,N  ,NZUFXCT ,NZ,NZC,APA,US,USC,NAM,NZUFXCT,NZ,APA,NZC,USLGBTS,US,USC,NAM,163.0,93.0
623,551781659,9/3/2010,2010/35,2010/35,1,22055,07/15/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,E  ,AUMELTM ,AU,AUC,APA,NZ,NZC,APA,AUMELTM,AU,APA,AUC,NZAKLTM,NZ,NZC,APA,41.0,27.0
624,551781954,9/3/2010,2010/35,2010/35,5,25235,07/15/2010,Active,CY,CY,DRY,DRY,20,OCEOCE062,E  ,AUMELTM ,AU,AUC,APA,NZ,NZC,APA,AUMELTM,AU,APA,AUC,NZAKLTM,NZ,NZC,APA,43.0,26.0
625,551782042,9/4/2010,2010/35,2010/35,1,4079,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAEUR412,W  ,MYLPKTM ,MY,MYC,APA,GB,GBC,NEU,MYLPKTM,MY,APA,MYC,GBFXSTM,GB,GBC,NEU,70.0,57.0
626,551782626,9/3/2010,2010/35,2010/35,1,20048,07/15/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,E  ,AUMELTM ,AU,AUC,APA,NZ,NZC,APA,AUMELTM,AU,APA,AUC,NZAKLTM,NZ,NZC,APA,41.0,26.0
627,551782627,9/10/2010,2010/36,2010/36,1,2232,07/15/2010,Active,CY,CY,DRY,DRY,40,OCEOCE062,E  ,AUMELTM ,AU,AUC,APA,NZ,NZC,APA,AUMELTM,AU,APA,AUC,NZAKLTM,NZ,NZC,APA,42.0,26.0
628,551782695,9/3/2010,2010/35,2010/35,5,11855,07/15/2010,Active,CY,CY,DRY,DRY,20,OCEOCE062,E  ,AUMELTM ,AU,AUC,APA,NZ,NZC,APA,AUMELTM,AU,APA,AUC,NZLYTPT,NZ,NZC,APA,58.0,42.0
629,551782872,9/11/2010,2010/36,2010/36,5,22986,07/15/2010,Active,CY,CY,DRY,DRY,20,AUSNEA080,N  ,AUMEL15 ,AU,AUC,APA,JP,JPC,NAS,AUMEL15,AU,APA,AUC,JPYOKMY,JP,JPC,NAS,49.0,29.0
630,551783031,9/15/2010,2010/37,2010/37,8,81808,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAEUR680,E  ,FIHELTM ,FI,RUC,NEU,CN,PRS,NAS,FIHELTM,FI,NEU,RUC,CNTSKNY,CN,PRS,NAS,772.0,612.0
631,551783031,9/15/2010,2010/37,2010/37,24,166475,07/15/2010,Active,CY,CY,DRY,OPEN,40,FEAEUR680,E  ,FIHELTM ,FI,RUC,NEU,CN,PRS,NAS,FIHELTM,FI,NEU,RUC,CNTSKNY,CN,PRS,NAS,3288.0,3216.0
632,551783153,9/2/2010,2010/35,2010/35,14,156131,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAEUR401,W  ,KRBUSPN ,KR,KRC,NAS,GB,GBC,NEU,KRBUSPN,KR,NAS,KRC,GBFXSTM,GB,GBC,NEU,1425.0,1086.0
633,551783176,9/13/2010,2010/37,2010/36,1,6203,07/15/2010,Active,CY,CY,DRY,DRY,40,CAMFEA691,E  ,CNSWWES ,CN,PRS,NAS,VE,CAR,LAM,CNSWWES,CN,NAS,PRS,VEGUTTM,VE,CAR,LAM,147.0,130.0
634,551783382,9/4/2010,2010/35,2010/35,16,444443,07/15/2010,Active,CY,CY,DRY,REEF,40,WLAEUR848,S  ,BEANTDGD,BE,BEC,NEU,EC,WSA,LAM,NLROT10,NL,NEU,NLC,ECGYETM,EC,WSA,LAM,656.0,656.0
635,551783792,9/6/2010,2010/36,2010/36,5,8592,07/15/2010,Active,CY,CY,DRY,DRY,20,WAFFEAFW2,FW ,THLZPB1 ,TH,THC,APA,NG,CWA,AFR,THLZPB1,TH,APA,THC,NGAPPPT,NG,CWA,AFR,117.0,89.0
636,551783926,9/6/2010,2010/36,2010/36,65,232466,07/15/2010,Active,CY,CY,DRY,DRY,20,WAFFEAFW2,FW ,THLZPB1 ,TH,THC,APA,NG,CWA,AFR,THLZPB1,TH,APA,THC,NGAPPPT,NG,CWA,AFR,1521.0,1157.0
637,551784041,9/11/2010,2010/36,2010/36,3,85058,07/15/2010,Active,SD,CY,DRY,DRY,40,EAFEUR888,S  ,        ,SE,SCA,NEU,KE,KEC,AFR,SEGOT01,SE,NEU,SCA,KEMBATM,KE,KEC,AFR,369.0,
638,551784041,9/11/2010,2010/36,2010/36,7,198278,07/15/2010,Active,SD,CY,DRY,DRY,40,EAFEUR888,S  ,        ,SE,SCA,NEU,KE,KEC,AFR,SEGOT01,SE,NEU,SCA,KEMBATM,KE,KEC,AFR,861.0,707.0
639,551784125,9/1/2010,2010/35,2010/35,14,36242,07/15/2010,Active,SD,CY,DRY,DRY,40,FEAEUR400,E  ,        ,GB,GBC,NEU,TW,TWC,NAS,GBFXSTM,GB,NEU,GBC,TWKAOOD,TW,TWC,NAS,924.0,827.0
640,551784259,9/1/2010,2010/35,2010/35,2,27262,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAMEA300,W  ,MYTPPTM ,MY,MYC,APA,KW,JOC,WCA,MYTPPTM,MY,APA,MYC,KWSWKTM,KW,JOC,WCA,122.0,90.0
641,551784738,9/28/2010,2010/39,2010/39,5,23322,07/15/2010,Active,CY,CY,DRY,DRY,20,MEAMED888,E  ,ESALRTM ,ES,IBE,MED,SA,SAC,WCA,ESALRTM,ES,MED,IBE,SAJEDTM,SA,SAC,WCA,71.0,43.0
642,551784969,9/1/2010,2010/35,2010/35,25,10521,07/15/2010,Active,CY,CY,DRY,DRY,20,FEAEUR401,E  ,BEANTDGD,BE,BEC,NEU,MY,MYC,APA,BEANTDGD,BE,NEU,BEC,MYLPKTM,MY,MYC,APA,300.0,260.0
643,551785277,9/18/2010,2010/37,2010/37,45,160904,07/15/2010,Active,CY,CY,DRY,DRY,20,WAFFEA999,WF ,GALBVTM ,GA,CMC,AFR,CN,PRE,NAS,GALBVTM,GA,AFR,CMC,CNJJGSIN,CN,PRE,NAS,819.0,550.0
644,551785404,9/21/2010,2010/38,2010/38,1,11595,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAMEA300,W  ,MYTPPTM ,MY,MYC,APA,AE,AEC,WCA,MYTPPTM,MY,APA,MYC,AEJALTM,AE,AEC,WCA,47.0,33.0
645,551785510,9/21/2010,2010/38,2010/38,1,11595,07/15/2010,Active,CY,CY,DRY,DRY,40,FEAMEA300,W  ,MYTPPTM ,MY,MYC,APA,SA,SAC,WCA,MYTPPTM,MY,APA,MYC,SADAMTM,SA,SAC,WCA,73.0,49.0
646,551785665,9/7/2010,2010/36,2010/36,5,24427,07/15/2010,Active,CY,CY,DRY,TANK,20,FEAEUR412,E  ,NLROT01 ,NL,NLC,NEU,MY,MYC,APA,NLROT01,NL,NEU,NLC,MYLPKTM,MY,MYC,APA,,
647,551785866,9/6/2010,2010/36,2010/36,5,22223,07/15/2010,Active,CY,SD,DRY,DRY,20,MEDMED888,,ESALRTM ,ES,IBE,MED,UA,BSE,MED,ESALRTM,ES,MED,IBE,UAILJTM,UA,BSE,MED,73.0,70.0
648,551786085,9/7/2010,2010/36,2010/36,5,29432,07/15/2010,Active,CY,CY,DRY,DRY,20,MEAMED888,E  ,MACASTM ,MA,MGB,MED,IN,INC,WCA,MACASTM,MA,MED,MGB,INPPVTM,IN,INC,WCA,100.0,66.0
649,551786174,9/15/2010,2010/37,2010/37,5,52801,07/15/2010,Active,CY,CY,DRY,FLAT,40,FEAEUR680,E  ,FIHELTM ,FI,RUC,NEU,CN,PRS,NAS,FIHELTM,FI,NEU,RUC,CNTSKNY,CN,PRS,NAS,930.0,855.0
650,551786174,9/15/2010,2010/37,2010/37,1,4409,07/15/2010,Active,CY,CY,DRY,FLAT,40,FEAEUR680,E  ,FIHELTM ,FI,RUC,NEU,CN,PRS,NAS,FIHELTM,FI,NEU,RUC,CNTSKNY,CN,PRS,NAS,186.0,171.0
651,551786244,9/5/2010,2010/35,2010/35,1,13484,07/15/2010,Active,CY,CY,REEF,REEF,40,ELAEUR101,ES ,DKAARPT ,DK,SCA,NEU,BR,BRC,LAM,DKAARPT,DK,NEU,SCA,BRSSZ37,BR,BRC,LAM,58.0,68.0
